Accession,BioSample,Organism_Name,Species,Isolate,Segment,GenBank_Title,Length,Nuc_Completeness,Geo_Location,Country,Host,Collection_Date,Component,Isolate_Clean,Isolate_Pair_Core,Pair_Key
NC_001467.1,,Begomovirus manihotis,Begomovirus manihotis,West Kenyan 844,DNA A,"African cassava mosaic virus isolate West Kenyan 844 segment DNA1, complete sequence",2779,complete,,,Manihot esculenta,,A,west kenyan 844,west kenyan 844, || begomovirus manihotis || begomovirus manihotis || complete ||  ||  || manihot esculenta ||  || west kenyan 844
PX289779.1,,Begomovirus manihotis,Begomovirus manihotis,CMD03B,DNA-B,"Begomovirus manihotis isolate CMD03B segment DNA-B, complete sequence",2728,complete,Nigeria: Oyo,Nigeria,Manihot esculenta,2020-09-12,B,cmd03b,cmd03, || begomovirus manihotis || begomovirus manihotis || complete || nigeria: oyo || nigeria || manihot esculenta || 2020-09-12 || cmd03
PX289780.1,,Begomovirus manihotis,Begomovirus manihotis,CMD04A,DNA-A,"Begomovirus manihotis isolate CMD04A segment DNA-A, complete sequence",2781,complete,Nigeria: FCT,Nigeria,Manihot esculenta,2020-03-11,A,cmd04a,cmd04, || begomovirus manihotis || begomovirus manihotis || complete || nigeria: fct || nigeria || manihot esculenta || 2020-03-11 || cmd04
PX289781.1,,Begomovirus manihotis,Begomovirus manihotis,CMD04B,DNA-B,"Begomovirus manihotis isolate CMD04B segment DNA-B, complete sequence",2729,complete,Nigeria: FCT,Nigeria,Manihot esculenta,2020-03-11,B,cmd04b,cmd04, || begomovirus manihotis || begomovirus manihotis || complete || nigeria: fct || nigeria || manihot esculenta || 2020-03-11 || cmd04
PX289782.1,,Begomovirus manihotis,Begomovirus manihotis,CMD07A,DNA-A,"Begomovirus manihotis isolate CMD07A segment DNA-A, complete sequence",2781,complete,Nigeria: Ekiti,Nigeria,Manihot esculenta,2020-09-12,A,cmd07a,cmd07, || begomovirus manihotis || begomovirus manihotis || complete || nigeria: ekiti || nigeria || manihot esculenta || 2020-09-12 || cmd07
PX289783.1,,Begomovirus manihotis,Begomovirus manihotis,CMD07B,DNA-B,"Begomovirus manihotis isolate CMD07B segment DNA-B, complete sequence",2734,complete,Nigeria: Ekiti,Nigeria,Manihot esculenta,2020-09-12,B,cmd07b,cmd07, || begomovirus manihotis || begomovirus manihotis || complete || nigeria: ekiti || nigeria || manihot esculenta || 2020-09-12 || cmd07
PX289784.1,,Begomovirus manihotis,Begomovirus manihotis,CMD08A,DNA-A,"Begomovirus manihotis isolate CMD08A segment DNA-A, complete sequence",2653,complete,Nigeria: Ogun,Nigeria,Manihot esculenta,2020-05-05,A,cmd08a,cmd08, || begomovirus manihotis || begomovirus manihotis || complete || nigeria: ogun || nigeria || manihot esculenta || 2020-05-05 || cmd08
PX289785.1,,Begomovirus manihotis,Begomovirus manihotis,CMD08B,DNA-B,"Begomovirus manihotis isolate CMD08B segment DNA-B, complete sequence",2724,complete,Nigeria: Ogun,Nigeria,Manihot esculenta,2020-05-05,B,cmd08b,cmd08, || begomovirus manihotis || begomovirus manihotis || complete || nigeria: ogun || nigeria || manihot esculenta || 2020-05-05 || cmd08
PX289786.1,,Begomovirus manihotis,Begomovirus manihotis,CMD09A,DNA-A,"Begomovirus manihotis isolate CMD09A segment DNA-A, complete sequence",2781,complete,Nigeria: Ogun,Nigeria,Manihot esculenta,2020-05-05,A,cmd09a,cmd09, || begomovirus manihotis || begomovirus manihotis || complete || nigeria: ogun || nigeria || manihot esculenta || 2020-05-05 || cmd09
PX289787.1,,Begomovirus manihotis,Begomovirus manihotis,CMD09B,DNA-B,"Begomovirus manihotis isolate CMD09B segment DNA-B, complete sequence",2741,complete,Nigeria: Ogun,Nigeria,Manihot esculenta,2020-05-05,B,cmd09b,cmd09, || begomovirus manihotis || begomovirus manihotis || complete || nigeria: ogun || nigeria || manihot esculenta || 2020-05-05 || cmd09
PX289788.1,,Begomovirus manihotis,Begomovirus manihotis,CMD10A,DNA-A,"Begomovirus manihotis isolate CMD10A segment DNA-A, complete sequence",2781,complete,Nigeria: Ogun,Nigeria,Manihot esculenta,2020-05-05,A,cmd10a,cmd10, || begomovirus manihotis || begomovirus manihotis || complete || nigeria: ogun || nigeria || manihot esculenta || 2020-05-05 || cmd10
PX289789.1,,Begomovirus manihotis,Begomovirus manihotis,CMD10B,DNA-B,"Begomovirus manihotis isolate CMD10B segment DNA-B, complete sequence",2725,complete,Nigeria: Ogun,Nigeria,Manihot esculenta,2020-05-05,B,cmd10b,cmd10, || begomovirus manihotis || begomovirus manihotis || complete || nigeria: ogun || nigeria || manihot esculenta || 2020-05-05 || cmd10
PX289790.1,,Begomovirus manihotis,Begomovirus manihotis,CMD12A,DNA-A,"Begomovirus manihotis isolate CMD12A segment DNA-A, complete sequence",2781,complete,Nigeria: Lagos,Nigeria,Manihot esculenta,2020-11-11,A,cmd12a,cmd12, || begomovirus manihotis || begomovirus manihotis || complete || nigeria: lagos || nigeria || manihot esculenta || 2020-11-11 || cmd12
PX289791.1,,Begomovirus manihotis,Begomovirus manihotis,CMD12B,DNA-B,"Begomovirus manihotis isolate CMD12B segment DNA-B, complete sequence",2726,complete,Nigeria: Lagos,Nigeria,Manihot esculenta,2020-11-11,B,cmd12b,cmd12, || begomovirus manihotis || begomovirus manihotis || complete || nigeria: lagos || nigeria || manihot esculenta || 2020-11-11 || cmd12
PX289792.1,,Begomovirus manihotis,Begomovirus manihotis,CMD01A,DNA-A,"Begomovirus manihotis isolate CMD01A segment DNA-A, complete sequence",2781,complete,Nigeria: Niger,Nigeria,Manihot esculenta,2016-03-11,A,cmd01a,cmd01, || begomovirus manihotis || begomovirus manihotis || complete || nigeria: niger || nigeria || manihot esculenta || 2016-03-11 || cmd01
PX289793.1,,Begomovirus manihotis,Begomovirus manihotis,CMD11A,DNA-A,"Begomovirus manihotis isolate CMD11A segment DNA-A, complete sequence",2784,complete,Nigeria: Lagos,Nigeria,Manihot esculenta,2020-11-11,A,cmd11a,cmd11, || begomovirus manihotis || begomovirus manihotis || complete || nigeria: lagos || nigeria || manihot esculenta || 2020-11-11 || cmd11
PX289794.1,,Begomovirus manihotis,Begomovirus manihotis,CMD02B,DNA-B,"Begomovirus manihotis isolate CMD02B segment DNA-B, complete sequence",2726,complete,Nigeria: Oyo,Nigeria,Manihot esculenta,2020-09-12,B,cmd02b,cmd02, || begomovirus manihotis || begomovirus manihotis || complete || nigeria: oyo || nigeria || manihot esculenta || 2020-09-12 || cmd02
PV747991.1,,Begomovirus manihotis,Begomovirus manihotis,DSMZ PV-0871,DNA-A,"Begomovirus manihotis isolate DSMZ PV-0871 segment DNA-A, complete sequence",2784,complete,Republic of the Congo,Republic of the Congo,Manihot esculenta,,A,dsmz pv-0871,dsmz pv-0871, || begomovirus manihotis || begomovirus manihotis || complete || republic of the congo || republic of the congo || manihot esculenta ||  || dsmz pv-0871
PV747992.1,,Begomovirus manihotis,Begomovirus manihotis,DSMZ PV-0871,DNA-B,"Begomovirus manihotis isolate DSMZ PV-0871 segment DNA-B, complete sequence",2725,complete,Republic of the Congo,Republic of the Congo,Manihot esculenta,,B,dsmz pv-0871,dsmz pv-0871, || begomovirus manihotis || begomovirus manihotis || complete || republic of the congo || republic of the congo || manihot esculenta ||  || dsmz pv-0871
PV747993.1,,Begomovirus manihotis,Begomovirus manihotis,DSMZ PV-0982,DNA-A,"Begomovirus manihotis isolate DSMZ PV-0982 segment DNA-A, complete sequence",2780,complete,Republic of the Congo,Republic of the Congo,Manihot esculenta,,A,dsmz pv-0982,dsmz pv-0982, || begomovirus manihotis || begomovirus manihotis || complete || republic of the congo || republic of the congo || manihot esculenta ||  || dsmz pv-0982
PV747994.1,,Begomovirus manihotis,Begomovirus manihotis,DSMZ PV-0982,DNA-B,"Begomovirus manihotis isolate DSMZ PV-0982 segment DNA-B, complete sequence",2726,complete,Republic of the Congo,Republic of the Congo,Manihot esculenta,,B,dsmz pv-0982,dsmz pv-0982, || begomovirus manihotis || begomovirus manihotis || complete || republic of the congo || republic of the congo || manihot esculenta ||  || dsmz pv-0982
LC832866.1,,Begomovirus manihotis,Begomovirus manihotis,Forecariah-21,DNA-A,"Begomovirus manihotis Forecariah-21 DNA, segment DNA-A, complete genome",2784,complete,Guinea:Forecariah,Guinea,Manihot esculenta,2023-07-31,A,forecariah-21,forecariah-21, || begomovirus manihotis || begomovirus manihotis || complete || guinea:forecariah || guinea || manihot esculenta || 2023-07-31 || forecariah-21
PP503026.1,,African cassava mosaic virus,Begomovirus manihotis,DSMZ PV-0095,DNA A,"African cassava mosaic virus isolate DSMZ PV-0095 segment DNA A, complete sequence",2779,complete,Kenya,Kenya,Manihot esculenta,,A,dsmz pv-0095,dsmz pv-0095, || african cassava mosaic virus || begomovirus manihotis || complete || kenya || kenya || manihot esculenta ||  || dsmz pv-0095
PP503027.1,,African cassava mosaic virus,Begomovirus manihotis,DSMZ PV-0095,DNA B,"African cassava mosaic virus isolate DSMZ PV-0095 segment DNA B, complete sequence",2722,complete,Kenya,Kenya,Manihot esculenta,,B,dsmz pv-0095,dsmz pv-0095, || african cassava mosaic virus || begomovirus manihotis || complete || kenya || kenya || manihot esculenta ||  || dsmz pv-0095
OP947587.1,,Begomovirus manihotis,Begomovirus manihotis,DSMZ PV-0421,DNA A,"African cassava mosaic virus isolate DSMZ PV-0421 segment DNA A, complete sequence",2782,complete,Nigeria,Nigeria,Manihot esculenta,,A,dsmz pv-0421,dsmz pv-0421, || begomovirus manihotis || begomovirus manihotis || complete || nigeria || nigeria || manihot esculenta ||  || dsmz pv-0421
OP947588.1,,Begomovirus manihotis,Begomovirus manihotis,DSMZ PV-0421,DNA B,"African cassava mosaic virus isolate DSMZ PV-0421 segment DNA B, complete sequence",2724,complete,Nigeria,Nigeria,Manihot esculenta,,B,dsmz pv-0421,dsmz pv-0421, || begomovirus manihotis || begomovirus manihotis || complete || nigeria || nigeria || manihot esculenta ||  || dsmz pv-0421
LC721738.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-A-CI-Man-CI25-17,DNA-A,"African cassava mosaic virus ACMV-A-CI-Man-CI25-17 DNA, segment DNA-A, complete sequence",2781,complete,Cote d'Ivoire,Cote d'Ivoire,Manihot esculenta,2017-10-20,A,acmv-a-ci-man-ci25-17,acmv-ci-man-ci25-17, || begomovirus manihotis || begomovirus manihotis || complete || cote d'ivoire || cote d'ivoire || manihot esculenta || 2017-10-20 || acmv-ci-man-ci25-17
LC721739.1,,African cassava mosaic virus,Begomovirus manihotis,ACMV-CI-Man-CI32-17,DNA-A,"African cassava mosaic virus ACMV-CI-Man-CI32-17 DNA, segment DNA-A, complete sequence",2781,complete,Cote d'Ivoire,Cote d'Ivoire,Manihot esculenta,2017-10-20,A,acmv-ci-man-ci32-17,acmv-ci-man-ci32-17, || african cassava mosaic virus || begomovirus manihotis || complete || cote d'ivoire || cote d'ivoire || manihot esculenta || 2017-10-20 || acmv-ci-man-ci32-17
LC721740.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-CI-Bou-CI10-6B-17,DNA-A,"African cassava mosaic virus ACMV-CI-Bou-CI10-6B-17 DNA, segment DNA-A, complete sequence",2783,complete,Cote d'Ivoire,Cote d'Ivoire,Manihot esculenta,2017-09-20,A,acmv-ci-bou-ci10-6b-17,acmv-ci-bou-ci10-6b-17, || begomovirus manihotis || begomovirus manihotis || complete || cote d'ivoire || cote d'ivoire || manihot esculenta || 2017-09-20 || acmv-ci-bou-ci10-6b-17
LC722230.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-CI-Bou-CI6-17,DNA-A,"African cassava mosaic virus ACMV-CI-Bou-CI6-17 DNA, segment DNA-A, complete sequence",2783,complete,Cote d'Ivoire,Cote d'Ivoire,Manihot esculenta,2017-09-20,A,acmv-ci-bou-ci6-17,acmv-ci-bou-ci6-17, || begomovirus manihotis || begomovirus manihotis || complete || cote d'ivoire || cote d'ivoire || manihot esculenta || 2017-09-20 || acmv-ci-bou-ci6-17
LC722237.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-CI-Bou-CI7-2-17,DNA-B,"African cassava mosaic virus ACMV-CI-Bou-CI7-2-17 DNA, segment DNA-B, complete sequence",2729,complete,Cote d'Ivoire,Cote d'Ivoire,Manihot esculenta,2017-09-20,B,acmv-ci-bou-ci7-2-17,acmv-ci-bou-ci7-2-17, || begomovirus manihotis || begomovirus manihotis || complete || cote d'ivoire || cote d'ivoire || manihot esculenta || 2017-09-20 || acmv-ci-bou-ci7-2-17
LC723864.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[CI:Bou:CI2:17],DNA-A,"African cassava mosaic virus ACMV-[CI:Bou:CI2:17] DNA, segment DNA-A, complete sequence",2781,complete,Cote d'Ivoire: Bouake,Cote d'Ivoire,Centrosema pubescens,2017-09-20,A,acmv-[ci:bou:ci2:17],acmv-[ci:bou:ci2:17], || begomovirus manihotis || begomovirus manihotis || complete || cote d'ivoire: bouake || cote d'ivoire || centrosema pubescens || 2017-09-20 || acmv-[ci:bou:ci2:17]
LC723865.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[CI:Bou:CI3:17],DNA-A,"African cassava mosaic virus ACMV-[CI:Bou:CI3:17] DNA, segment DNA-A, complete sequence",2781,complete,Cote d'Ivoire: Bouake,Cote d'Ivoire,Centrosema pubescens,2017-09-20,A,acmv-[ci:bou:ci3:17],acmv-[ci:bou:ci3:17], || begomovirus manihotis || begomovirus manihotis || complete || cote d'ivoire: bouake || cote d'ivoire || centrosema pubescens || 2017-09-20 || acmv-[ci:bou:ci3:17]
LC723866.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[CI:Bou:CI6:17],DNA-B,"African cassava mosaic virus ACMV-[CI:Bou:CI6:17] DNA, segment DNA-B, complete sequence",2721,complete,Cote d'Ivoire: Bouake,Cote d'Ivoire,Asystasia gangetica,2017-09-20,B,acmv-[ci:bou:ci6:17],acmv-[ci:bou:ci6:17], || begomovirus manihotis || begomovirus manihotis || complete || cote d'ivoire: bouake || cote d'ivoire || asystasia gangetica || 2017-09-20 || acmv-[ci:bou:ci6:17]
LC723867.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[CI:Bou:CI5:17],DNA-B,"African cassava mosaic virus ACMV-[CI:Bou:CI5:17] DNA, segment DNA-B, complete sequence",2719,complete,Cote d'Ivoire: Bouake,Cote d'Ivoire,Asystasia gangetica,2017-09-20,B,acmv-[ci:bou:ci5:17],acmv-[ci:bou:ci5:17], || begomovirus manihotis || begomovirus manihotis || complete || cote d'ivoire: bouake || cote d'ivoire || asystasia gangetica || 2017-09-20 || acmv-[ci:bou:ci5:17]
LC723868.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[CI:Bou:CI10:17],DNA-B,"African cassava mosaic virus ACMV-[CI:Bou:CI10:17] DNA, segment DNA-B, complete sequence",2722,complete,Cote d'Ivoire: Bouake,Cote d'Ivoire,Centrosema pubescens,2017-09-20,B,acmv-[ci:bou:ci10:17],acmv-[ci:bou:ci10:17], || begomovirus manihotis || begomovirus manihotis || complete || cote d'ivoire: bouake || cote d'ivoire || centrosema pubescens || 2017-09-20 || acmv-[ci:bou:ci10:17]
LC724016.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[CI:Aboi:CI71:17],DNA-B,"African cassava mosaic virus ACMV-[CI:Aboi:CI71:17] DNA, segment DNA-B, complete sequence",2722,complete,Cote d'Ivoire: Aboisso,Cote d'Ivoire,Centrosema pubescens,2017-09-20,B,acmv-[ci:aboi:ci71:17],acmv-[ci:aboi:ci71:17], || begomovirus manihotis || begomovirus manihotis || complete || cote d'ivoire: aboisso || cote d'ivoire || centrosema pubescens || 2017-09-20 || acmv-[ci:aboi:ci71:17]
LC724017.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[CI:Aboi:CI72:17],DNA-B,"African cassava mosaic virus ACMV-[CI:Aboi:CI72:17] DNA, segment DNA-B, complete sequence",2722,complete,Cote d'Ivoire: Aboisso,Cote d'Ivoire,Centrosema pubescens,2017-09-20,B,acmv-[ci:aboi:ci72:17],acmv-[ci:aboi:ci72:17], || begomovirus manihotis || begomovirus manihotis || complete || cote d'ivoire: aboisso || cote d'ivoire || centrosema pubescens || 2017-09-20 || acmv-[ci:aboi:ci72:17]
MT821855.1,,Begomovirus manihotis,Begomovirus manihotis,Ls-Ru-ZM01-A,DNA-A,"African cassava mosaic virus isolate Ls-Ru-ZM01-A segment DNA-A, complete sequence",2768,complete,Zambia,Zambia,Manihot esculenta,2013,A,ls-ru-zm01-a,ls-ru-zm01, || begomovirus manihotis || begomovirus manihotis || complete || zambia || zambia || manihot esculenta || 2013 || ls-ru-zm01
MT821856.1,,Begomovirus manihotis,Begomovirus manihotis,Ls-Ru-ZM02-A,DNA-A,"African cassava mosaic virus isolate Ls-Ru-ZM02-A segment DNA-A, complete sequence",2766,complete,Zambia,Zambia,Manihot esculenta,2013,A,ls-ru-zm02-a,ls-ru-zm02, || begomovirus manihotis || begomovirus manihotis || complete || zambia || zambia || manihot esculenta || 2013 || ls-ru-zm02
MT821857.1,,Begomovirus manihotis,Begomovirus manihotis,Ls-Ru-ZM03-A,DNA-A,"African cassava mosaic virus isolate Ls-Ru-ZM03-A segment DNA-A, complete sequence",2766,complete,Zambia,Zambia,Manihot esculenta,2013,A,ls-ru-zm03-a,ls-ru-zm03, || begomovirus manihotis || begomovirus manihotis || complete || zambia || zambia || manihot esculenta || 2013 || ls-ru-zm03
MT821858.1,,Begomovirus manihotis,Begomovirus manihotis,E-Pe-ZM04-A,DNA-A,"African cassava mosaic virus isolate E-Pe-ZM04-A segment DNA-A, complete sequence",2766,complete,Zambia,Zambia,Manihot esculenta,2013,A,e-pe-zm04-a,e-pe-zm04, || begomovirus manihotis || begomovirus manihotis || complete || zambia || zambia || manihot esculenta || 2013 || e-pe-zm04
MT821859.1,,Begomovirus manihotis,Begomovirus manihotis,E-Pe-ZM05-A,DNA-A,"African cassava mosaic virus isolate E-Pe-ZM05-A segment DNA-A, complete sequence",2768,complete,Zambia,Zambia,Manihot esculenta,2013,A,e-pe-zm05-a,e-pe-zm05, || begomovirus manihotis || begomovirus manihotis || complete || zambia || zambia || manihot esculenta || 2013 || e-pe-zm05
MT821860.1,,Begomovirus manihotis,Begomovirus manihotis,Lu-Mw-ZM06-A,DNA-A,"African cassava mosaic virus isolate Lu-Mw-ZM06-A segment DNA-A, complete sequence",2767,complete,Zambia,Zambia,Manihot esculenta,2013,A,lu-mw-zm06-a,lu-mw-zm06, || begomovirus manihotis || begomovirus manihotis || complete || zambia || zambia || manihot esculenta || 2013 || lu-mw-zm06
MT821861.1,,Begomovirus manihotis,Begomovirus manihotis,E-Ln-ZM07-A,DNA-A,"African cassava mosaic virus isolate E-Ln-ZM07-A segment DNA-A, complete sequence",2767,complete,Zambia,Zambia,Manihot esculenta,2013,A,e-ln-zm07-a,e-ln-zm07, || begomovirus manihotis || begomovirus manihotis || complete || zambia || zambia || manihot esculenta || 2013 || e-ln-zm07
MT821862.1,,Begomovirus manihotis,Begomovirus manihotis,E-Ln-ZM08-A,DNA-A,"UNVERIFIED: African cassava mosaic virus isolate E-Ln-ZM08-A segment DNA-A, complete sequence",2765,complete,Zambia,Zambia,Manihot esculenta,2013,A,e-ln-zm08-a,e-ln-zm08, || begomovirus manihotis || begomovirus manihotis || complete || zambia || zambia || manihot esculenta || 2013 || e-ln-zm08
MT821863.1,,Begomovirus manihotis,Begomovirus manihotis,E-Ln-ZM09-A,DNA-A,"African cassava mosaic virus isolate E-Ln-ZM09-A segment DNA-A, complete sequence",2766,complete,Zambia,Zambia,Manihot esculenta,2013,A,e-ln-zm09-a,e-ln-zm09, || begomovirus manihotis || begomovirus manihotis || complete || zambia || zambia || manihot esculenta || 2013 || e-ln-zm09
MT821864.1,,Begomovirus manihotis,Begomovirus manihotis,E-Ma-ZM10-A,DNA-A,"African cassava mosaic virus isolate E-Ma-ZM10-A segment DNA-A, complete sequence",2767,complete,Zambia,Zambia,Manihot esculenta,2013,A,e-ma-zm10-a,e-ma-zm10, || begomovirus manihotis || begomovirus manihotis || complete || zambia || zambia || manihot esculenta || 2013 || e-ma-zm10
MT821865.1,,Begomovirus manihotis,Begomovirus manihotis,W-Ka-ZM11-A,DNA-A,"African cassava mosaic virus isolate W-Ka-ZM11-A segment DNA-A, complete sequence",2767,complete,Zambia,Zambia,Manihot esculenta,2013,A,w-ka-zm11-a,w-ka-zm11, || begomovirus manihotis || begomovirus manihotis || complete || zambia || zambia || manihot esculenta || 2013 || w-ka-zm11
MT821866.1,,Begomovirus manihotis,Begomovirus manihotis,W-Ka-ZM12-A,DNA-A,"African cassava mosaic virus isolate W-Ka-ZM12-A segment DNA-A, complete sequence",2768,complete,Zambia,Zambia,Manihot esculenta,2013,A,w-ka-zm12-a,w-ka-zm12, || begomovirus manihotis || begomovirus manihotis || complete || zambia || zambia || manihot esculenta || 2013 || w-ka-zm12
MT821867.1,,Begomovirus manihotis,Begomovirus manihotis,W-Ka-ZM13-A,DNA-A,"UNVERIFIED: African cassava mosaic virus isolate W-Ka-ZM13-A segment DNA-A, complete sequence",2768,complete,Zambia,Zambia,Manihot esculenta,2013,A,w-ka-zm13-a,w-ka-zm13, || begomovirus manihotis || begomovirus manihotis || complete || zambia || zambia || manihot esculenta || 2013 || w-ka-zm13
MT821868.1,,Begomovirus manihotis,Begomovirus manihotis,W-Lu-ZM15-A,DNA-A,"African cassava mosaic virus isolate W-Lu-ZM15-A segment DNA-A, complete sequence",2767,complete,Zambia,Zambia,Manihot esculenta,2013,A,w-lu-zm15-a,w-lu-zm15, || begomovirus manihotis || begomovirus manihotis || complete || zambia || zambia || manihot esculenta || 2013 || w-lu-zm15
MT821869.1,,Begomovirus manihotis,Begomovirus manihotis,W-Lu-ZM16-A,DNA-A,"UNVERIFIED: African cassava mosaic virus isolate W-Lu-ZM16-A segment DNA-A, complete sequence",2768,complete,Zambia,Zambia,Manihot esculenta,2013,A,w-lu-zm16-a,w-lu-zm16, || begomovirus manihotis || begomovirus manihotis || complete || zambia || zambia || manihot esculenta || 2013 || w-lu-zm16
MT821870.1,,Begomovirus manihotis,Begomovirus manihotis,W-Mo-ZM17-A,DNA-A,"UNVERIFIED: African cassava mosaic virus isolate W-Mo-ZM17-A segment DNA-A, complete sequence",2780,complete,Zambia,Zambia,Manihot esculenta,2013,A,w-mo-zm17-a,w-mo-zm17, || begomovirus manihotis || begomovirus manihotis || complete || zambia || zambia || manihot esculenta || 2013 || w-mo-zm17
MT821871.1,,Begomovirus manihotis,Begomovirus manihotis,W-Mo-ZM18-A,DNA-A,"African cassava mosaic virus isolate W-Mo-ZM18-A segment DNA-A, complete sequence",2768,complete,Zambia,Zambia,Manihot esculenta,2013,A,w-mo-zm18-a,w-mo-zm18, || begomovirus manihotis || begomovirus manihotis || complete || zambia || zambia || manihot esculenta || 2013 || w-mo-zm18
MT821872.1,,Begomovirus manihotis,Begomovirus manihotis,W-Se-ZM19-A,DNA-A,"African cassava mosaic virus isolate W-Se-ZM19-A segment DNA-A, complete sequence",2767,complete,Zambia,Zambia,Manihot esculenta,2013,A,w-se-zm19-a,w-se-zm19, || begomovirus manihotis || begomovirus manihotis || complete || zambia || zambia || manihot esculenta || 2013 || w-se-zm19
MT821873.1,,Begomovirus manihotis,Begomovirus manihotis,W-Se-ZM20-A,DNA-A,"UNVERIFIED: African cassava mosaic virus isolate W-Se-ZM20-A segment DNA-A, complete sequence",2777,complete,Zambia,Zambia,Manihot esculenta,2013,A,w-se-zm20-a,w-se-zm20, || begomovirus manihotis || begomovirus manihotis || complete || zambia || zambia || manihot esculenta || 2013 || w-se-zm20
