Accession,GenBank_RefSeq,Assembly,SRA_Accession,BioSample,BioProject,Organism_Name,Species,Genus,Family,Genotype,Isolate,Segment,GenBank_Title,Length,Nuc_Completeness,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Submitters,Organization,Org_location,Publications,Collection_Date,Release_Date,Molecule_type,Component,Isolate_Clean,Isolate_Pair_Core,Pair_Key
NC_011583.1,RefSeq,GCF_000882315.1,,,PRJNA485481,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Begomovirus,Geminiviridae,,EACMKV-[K298],DNA A,"East African cassava mosaic Kenya virus DNA A, complete genome",2797,complete,"Kenya:Machakos, Mitaboni/Ngiini",Kenya,,Manihot esculenta,,"Bull,S.E., Briddon,R.W., Sserubombwe,W.S., Ngugi,K., Markham,P.G., Stanley,J.","National Center for Biotechnology Information, NIH",USA,1,,2008-11-14,ssDNA(+/-),A,eacmkv-[k298],eacmkv-[k298]," || east african cassava mosaic kenya virus || begomovirus manihotiskenyaense || complete || kenya:machakos, mitaboni/ngiini || kenya || manihot esculenta ||  || eacmkv-[k298]"
JF909216.1,GenBank,set:25f7c43aefe83ca602a3fcfcd0480404b4d4f3da,,,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Begomovirus,Geminiviridae,,Comoros:Grande-Comore:GC26AA1:2009,DNA-B,"East African cassava mosaic Kenya virus isolate Comoros:Grande-Comore:GC26AA1:2009 segment DNA-B, complete sequence",2755,complete,Comoros: Grande-Comore,Comoros,,Manihot esculenta,,"De Bruyn,A., Villemot,J., Lefeuvre,P., Villar,E., Hoareau,M., Harimalala,M., Abdoul-Karime,A.L., Abdou-Chakour,C., Reynaud,B., Harkins,G.W., Varsani,A., Martin,D.P., Lett,J.M., Lett,J.-M.","CIRAD, UMR PVBMT",France,1,2009,2012-06-20,ssDNA(+/-),B,comoros:grande-comore:gc26aa1:2009,comoros:grande-comore:gc26aa1:2009, || east african cassava mosaic kenya virus || begomovirus manihotiskenyaense || complete || comoros: grande-comore || comoros || manihot esculenta || 2009 || comoros:grande-comore:gc26aa1:2009
JF909217.1,GenBank,set:ad6c565b6d946113ccb06cef17250388b5e0e8eb,,,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Begomovirus,Geminiviridae,,Comoros:Grande-Comore:GC34AA1:2009,DNA-B,"East African cassava mosaic Kenya virus isolate Comoros:Grande-Comore:GC34AA1:2009 segment DNA-B, complete sequence",2754,complete,Comoros: Grande-Comore,Comoros,,Manihot esculenta,,"De Bruyn,A., Villemot,J., Lefeuvre,P., Villar,E., Hoareau,M., Harimalala,M., Abdoul-Karime,A.L., Abdou-Chakour,C., Reynaud,B., Harkins,G.W., Varsani,A., Martin,D.P., Lett,J.M., Lett,J.-M.","CIRAD, UMR PVBMT",France,1,2009,2012-06-20,ssDNA(+/-),B,comoros:grande-comore:gc34aa1:2009,comoros:grande-comore:gc34aa1:2009, || east african cassava mosaic kenya virus || begomovirus manihotiskenyaense || complete || comoros: grande-comore || comoros || manihot esculenta || 2009 || comoros:grande-comore:gc34aa1:2009
JF909218.1,GenBank,set:86c8dd0973a27ca7eb19b5ba1b837862fe6fd262,,,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Begomovirus,Geminiviridae,,Comoros:Grande-Comore:GC40AF3:2009,DNA-B,"East African cassava mosaic Kenya virus isolate Comoros:Grande-Comore:GC40AF3:2009 segment DNA-B, complete sequence",2770,complete,Comoros: Grande-Comore,Comoros,,Manihot esculenta,,"De Bruyn,A., Villemot,J., Lefeuvre,P., Villar,E., Hoareau,M., Harimalala,M., Abdoul-Karime,A.L., Abdou-Chakour,C., Reynaud,B., Harkins,G.W., Varsani,A., Martin,D.P., Lett,J.M., Lett,J.-M.","CIRAD, UMR PVBMT",France,1,2009,2012-06-20,ssDNA(+/-),B,comoros:grande-comore:gc40af3:2009,comoros:grande-comore:gc40af3:2009, || east african cassava mosaic kenya virus || begomovirus manihotiskenyaense || complete || comoros: grande-comore || comoros || manihot esculenta || 2009 || comoros:grande-comore:gc40af3:2009
JF909219.1,GenBank,set:471e49d82c2513cc378ae69c8b568ade4e9e647a,,,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Begomovirus,Geminiviridae,,Comoros:Grande-Comore:GC40BY1:2009,DNA-B,"East African cassava mosaic Kenya virus isolate Comoros:Grande-Comore:GC40BY1:2009 segment DNA-B, complete sequence",2770,complete,Comoros: Grande-Comore,Comoros,,Manihot esculenta,,"De Bruyn,A., Villemot,J., Lefeuvre,P., Villar,E., Hoareau,M., Harimalala,M., Abdoul-Karime,A.L., Abdou-Chakour,C., Reynaud,B., Harkins,G.W., Varsani,A., Martin,D.P., Lett,J.M., Lett,J.-M.","CIRAD, UMR PVBMT",France,1,2009,2012-06-20,ssDNA(+/-),B,comoros:grande-comore:gc40by1:2009,comoros:grande-comore:gc40by1:2009, || east african cassava mosaic kenya virus || begomovirus manihotiskenyaense || complete || comoros: grande-comore || comoros || manihot esculenta || 2009 || comoros:grande-comore:gc40by1:2009
JF909220.1,GenBank,set:7c67835ddb79c6ff6f1ccb3bb8af911642f47962,,,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Begomovirus,Geminiviridae,,Comoros:Grande-Comore:GC45AF1:2009,DNA-B,"East African cassava mosaic Kenya virus isolate Comoros:Grande-Comore:GC45AF1:2009 segment DNA-B, complete sequence",2767,complete,Comoros: Grande-Comore,Comoros,,Manihot esculenta,,"De Bruyn,A., Villemot,J., Lefeuvre,P., Villar,E., Hoareau,M., Harimalala,M., Abdoul-Karime,A.L., Abdou-Chakour,C., Reynaud,B., Harkins,G.W., Varsani,A., Martin,D.P., Lett,J.M., Lett,J.-M.","CIRAD, UMR PVBMT",France,1,2009,2012-06-20,ssDNA(+/-),B,comoros:grande-comore:gc45af1:2009,comoros:grande-comore:gc45af1:2009, || east african cassava mosaic kenya virus || begomovirus manihotiskenyaense || complete || comoros: grande-comore || comoros || manihot esculenta || 2009 || comoros:grande-comore:gc45af1:2009
JF909221.1,GenBank,set:668f3705e3990bd639a9bda637e53b10cd8f0eb6,,,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Begomovirus,Geminiviridae,,Comoros:Grande-Comore:GC50AM4:2009,DNA-B,"East African cassava mosaic Kenya virus isolate Comoros:Grande-Comore:GC50AM4:2009 segment DNA-B, complete sequence",2750,complete,Comoros: Grande-Comore,Comoros,,Manihot esculenta,,"De Bruyn,A., Villemot,J., Lefeuvre,P., Villar,E., Hoareau,M., Harimalala,M., Abdoul-Karime,A.L., Abdou-Chakour,C., Reynaud,B., Harkins,G.W., Varsani,A., Martin,D.P., Lett,J.M., Lett,J.-M.","CIRAD, UMR PVBMT",France,1,2009,2012-06-20,ssDNA(+/-),B,comoros:grande-comore:gc50am4:2009,comoros:grande-comore:gc50am4:2009, || east african cassava mosaic kenya virus || begomovirus manihotiskenyaense || complete || comoros: grande-comore || comoros || manihot esculenta || 2009 || comoros:grande-comore:gc50am4:2009
JF909222.1,GenBank,set:3b0e35ccd61f8f2b6c1b305b0d487b8a1bedcdf8,,,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Begomovirus,Geminiviridae,,Comoros:Moheli:MO05AL2:2009,DNA-B,"East African cassava mosaic Kenya virus isolate Comoros:Moheli:MO05AL2:2009 segment DNA-B, complete sequence",2763,complete,Comoros: Moheli,Comoros,,Manihot esculenta,,"De Bruyn,A., Villemot,J., Lefeuvre,P., Villar,E., Hoareau,M., Harimalala,M., Abdoul-Karime,A.L., Abdou-Chakour,C., Reynaud,B., Harkins,G.W., Varsani,A., Martin,D.P., Lett,J.M., Lett,J.-M.","CIRAD, UMR PVBMT",France,1,2009,2012-06-20,ssDNA(+/-),B,comoros:moheli:mo05al2:2009,comoros:moheli:mo05al2:2009, || east african cassava mosaic kenya virus || begomovirus manihotiskenyaense || complete || comoros: moheli || comoros || manihot esculenta || 2009 || comoros:moheli:mo05al2:2009
JF909223.1,GenBank,set:238b9a3b84d8192f9fa5daca674f9c43ece6d15d,,,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Begomovirus,Geminiviridae,,Comoros:Moheli:MO14AC3:2009,DNA-B,"East African cassava mosaic Kenya virus isolate Comoros:Moheli:MO14AC3:2009 segment DNA-B, complete sequence",2775,complete,Comoros: Moheli,Comoros,,Manihot esculenta,,"De Bruyn,A., Villemot,J., Lefeuvre,P., Villar,E., Hoareau,M., Harimalala,M., Abdoul-Karime,A.L., Abdou-Chakour,C., Reynaud,B., Harkins,G.W., Varsani,A., Martin,D.P., Lett,J.M., Lett,J.-M.","CIRAD, UMR PVBMT",France,1,2009,2012-06-20,ssDNA(+/-),B,comoros:moheli:mo14ac3:2009,comoros:moheli:mo14ac3:2009, || east african cassava mosaic kenya virus || begomovirus manihotiskenyaense || complete || comoros: moheli || comoros || manihot esculenta || 2009 || comoros:moheli:mo14ac3:2009
JF909224.1,GenBank,set:d0e9ce4433436c39811cf44ccf0df2144a8cd6de,,,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Begomovirus,Geminiviridae,,Comoros:Moheli:MO16AF2:2009,DNA-B,"East African cassava mosaic Kenya virus isolate Comoros:Moheli:MO16AF2:2009 segment DNA-B, complete sequence",2762,complete,Comoros: Moheli,Comoros,,Manihot esculenta,,"De Bruyn,A., Villemot,J., Lefeuvre,P., Villar,E., Hoareau,M., Harimalala,M., Abdoul-Karime,A.L., Abdou-Chakour,C., Reynaud,B., Harkins,G.W., Varsani,A., Martin,D.P., Lett,J.M., Lett,J.-M.","CIRAD, UMR PVBMT",France,1,2009,2012-06-20,ssDNA(+/-),B,comoros:moheli:mo16af2:2009,comoros:moheli:mo16af2:2009, || east african cassava mosaic kenya virus || begomovirus manihotiskenyaense || complete || comoros: moheli || comoros || manihot esculenta || 2009 || comoros:moheli:mo16af2:2009
JF909225.1,GenBank,set:2eadf54a65d7f0112d2352779de1dd7ace643248,,,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Begomovirus,Geminiviridae,,Comoros:Moheli:MO17AM2:2009,DNA-B,"East African cassava mosaic Kenya virus isolate Comoros:Moheli:MO17AM2:2009 segment DNA-B, complete sequence",2762,complete,Comoros: Moheli,Comoros,,Manihot esculenta,,"De Bruyn,A., Villemot,J., Lefeuvre,P., Villar,E., Hoareau,M., Harimalala,M., Abdoul-Karime,A.L., Abdou-Chakour,C., Reynaud,B., Harkins,G.W., Varsani,A., Martin,D.P., Lett,J.M., Lett,J.-M.","CIRAD, UMR PVBMT",France,1,2009,2012-06-20,ssDNA(+/-),B,comoros:moheli:mo17am2:2009,comoros:moheli:mo17am2:2009, || east african cassava mosaic kenya virus || begomovirus manihotiskenyaense || complete || comoros: moheli || comoros || manihot esculenta || 2009 || comoros:moheli:mo17am2:2009
JF909226.1,GenBank,set:c793f481a58a17823fcc548bd61836b5518d813e,,,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Begomovirus,Geminiviridae,,Comoros:Moheli:MO21AD3:2009,DNA-B,"East African cassava mosaic Kenya virus isolate Comoros:Moheli:MO21AD3:2009 segment DNA-B, complete sequence",2755,complete,Comoros: Moheli,Comoros,,Manihot esculenta,,"De Bruyn,A., Villemot,J., Lefeuvre,P., Villar,E., Hoareau,M., Harimalala,M., Abdoul-Karime,A.L., Abdou-Chakour,C., Reynaud,B., Harkins,G.W., Varsani,A., Martin,D.P., Lett,J.M., Lett,J.-M.","CIRAD, UMR PVBMT",France,1,2009,2012-06-20,ssDNA(+/-),B,comoros:moheli:mo21ad3:2009,comoros:moheli:mo21ad3:2009, || east african cassava mosaic kenya virus || begomovirus manihotiskenyaense || complete || comoros: moheli || comoros || manihot esculenta || 2009 || comoros:moheli:mo21ad3:2009
JF909227.1,GenBank,set:c4d0e922a9845925f5de577169fc163749483709,,,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Begomovirus,Geminiviridae,,Seychelles:La Digue:SC04AP1:2009,DNA-B,"East African cassava mosaic Kenya virus isolate Seychelles:La Digue:SC04AP1:2009 segment DNA-B, complete sequence",2774,complete,Seychelles: La Digue,Seychelles,,Manihot esculenta,,"De Bruyn,A., Villemot,J., Lefeuvre,P., Villar,E., Hoareau,M., Harimalala,M., Abdoul-Karime,A.L., Abdou-Chakour,C., Reynaud,B., Harkins,G.W., Varsani,A., Martin,D.P., Lett,J.M., Lett,J.-M.","CIRAD, UMR PVBMT",France,1,2009,2012-06-20,ssDNA(+/-),B,seychelles:la digue:sc04ap1:2009,seychelles:la digue:sc04ap1:2009, || east african cassava mosaic kenya virus || begomovirus manihotiskenyaense || complete || seychelles: la digue || seychelles || manihot esculenta || 2009 || seychelles:la digue:sc04ap1:2009
JF909228.1,GenBank,set:d17dea06fce8d6d351f43111e1f93fedcb69a417,,,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Begomovirus,Geminiviridae,,Seychelles:Mahe:SC17AR2:2005,DNA-B,"East African cassava mosaic Kenya virus isolate Seychelles:Mahe:SC17AR2:2005 segment DNA-B, complete sequence",2774,complete,Seychelles: Mahe,Seychelles,,Manihot esculenta,,"De Bruyn,A., Villemot,J., Lefeuvre,P., Villar,E., Hoareau,M., Harimalala,M., Abdoul-Karime,A.L., Abdou-Chakour,C., Reynaud,B., Harkins,G.W., Varsani,A., Martin,D.P., Lett,J.M., Lett,J.-M.","CIRAD, UMR PVBMT",France,1,2005,2012-06-20,ssDNA(+/-),B,seychelles:mahe:sc17ar2:2005,seychelles:mahe:sc17ar2:2005, || east african cassava mosaic kenya virus || begomovirus manihotiskenyaense || complete || seychelles: mahe || seychelles || manihot esculenta || 2005 || seychelles:mahe:sc17ar2:2005
JF909229.1,GenBank,set:8db0042678cc2fe63b484d00ab2992044b18b68f,,,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Begomovirus,Geminiviridae,,Comoros:Mayotte:YT01A01:2005,DNA-B,"East African cassava mosaic Kenya virus isolate Comoros:Mayotte:YT01A01:2005 segment DNA-B, complete sequence",2765,complete,Mayotte,Mayotte,,Manihot esculenta,,"De Bruyn,A., Villemot,J., Lefeuvre,P., Villar,E., Hoareau,M., Harimalala,M., Abdoul-Karime,A.L., Abdou-Chakour,C., Reynaud,B., Harkins,G.W., Varsani,A., Martin,D.P., Lett,J.M., Lett,J.-M.","CIRAD, UMR PVBMT",France,1,2005,2012-06-20,ssDNA(+/-),B,comoros:mayotte:yt01a01:2005,comoros:mayotte:yt01a01:2005, || east african cassava mosaic kenya virus || begomovirus manihotiskenyaense || complete || mayotte || mayotte || manihot esculenta || 2005 || comoros:mayotte:yt01a01:2005
JF909230.1,GenBank,set:2b1fcf38c9350237adfdd391e79709ce265bbc5b,,,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Begomovirus,Geminiviridae,,Comoros:Mayotte:YT02A06:2005,DNA-B,"East African cassava mosaic Kenya virus isolate Comoros:Mayotte:YT02A06:2005 segment DNA-B, complete sequence",2762,complete,Mayotte,Mayotte,,Manihot esculenta,,"De Bruyn,A., Villemot,J., Lefeuvre,P., Villar,E., Hoareau,M., Harimalala,M., Abdoul-Karime,A.L., Abdou-Chakour,C., Reynaud,B., Harkins,G.W., Varsani,A., Martin,D.P., Lett,J.M., Lett,J.-M.","CIRAD, UMR PVBMT",France,1,2005,2012-06-20,ssDNA(+/-),B,comoros:mayotte:yt02a06:2005,comoros:mayotte:yt02a06:2005, || east african cassava mosaic kenya virus || begomovirus manihotiskenyaense || complete || mayotte || mayotte || manihot esculenta || 2005 || comoros:mayotte:yt02a06:2005
JF909231.1,GenBank,set:030cbbe07a4f92410643ff9557535bac3721bcca,,,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Begomovirus,Geminiviridae,,Comoros:Mayotte:YT07A31:2005,DNA-B,"East African cassava mosaic Kenya virus isolate Comoros:Mayotte:YT07A31:2005 segment DNA-B, complete sequence",2763,complete,Mayotte,Mayotte,,Manihot esculenta,,"De Bruyn,A., Villemot,J., Lefeuvre,P., Villar,E., Hoareau,M., Harimalala,M., Abdoul-Karime,A.L., Abdou-Chakour,C., Reynaud,B., Harkins,G.W., Varsani,A., Martin,D.P., Lett,J.M., Lett,J.-M.","CIRAD, UMR PVBMT",France,1,2005,2012-06-20,ssDNA(+/-),B,comoros:mayotte:yt07a31:2005,comoros:mayotte:yt07a31:2005, || east african cassava mosaic kenya virus || begomovirus manihotiskenyaense || complete || mayotte || mayotte || manihot esculenta || 2005 || comoros:mayotte:yt07a31:2005
JF909232.1,GenBank,set:c896b39e0d25306a290650b7380b13785634bb71,,,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Begomovirus,Geminiviridae,,Comoros:Mayotte:YT08A36:2005,DNA-B,"East African cassava mosaic Kenya virus isolate Comoros:Mayotte:YT08A36:2005 segment DNA-B, complete sequence",2766,complete,Mayotte,Mayotte,,Manihot esculenta,,"De Bruyn,A., Villemot,J., Lefeuvre,P., Villar,E., Hoareau,M., Harimalala,M., Abdoul-Karime,A.L., Abdou-Chakour,C., Reynaud,B., Harkins,G.W., Varsani,A., Martin,D.P., Lett,J.M., Lett,J.-M.","CIRAD, UMR PVBMT",France,1,2005,2012-06-20,ssDNA(+/-),B,comoros:mayotte:yt08a36:2005,comoros:mayotte:yt08a36:2005, || east african cassava mosaic kenya virus || begomovirus manihotiskenyaense || complete || mayotte || mayotte || manihot esculenta || 2005 || comoros:mayotte:yt08a36:2005
JF909233.1,GenBank,set:ffa21af669c51fa8f531c7d9672a8dd1625eb533,,,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Begomovirus,Geminiviridae,,Comoros:Mayotte:YT10A46:2005,DNA-B,"East African cassava mosaic Kenya virus isolate Comoros:Mayotte:YT10A46:2005 segment DNA-B, complete sequence",2761,complete,Mayotte,Mayotte,,Manihot esculenta,,"De Bruyn,A., Villemot,J., Lefeuvre,P., Villar,E., Hoareau,M., Harimalala,M., Abdoul-Karime,A.L., Abdou-Chakour,C., Reynaud,B., Harkins,G.W., Varsani,A., Martin,D.P., Lett,J.M., Lett,J.-M.","CIRAD, UMR PVBMT",France,1,2005,2012-06-20,ssDNA(+/-),B,comoros:mayotte:yt10a46:2005,comoros:mayotte:yt10a46:2005, || east african cassava mosaic kenya virus || begomovirus manihotiskenyaense || complete || mayotte || mayotte || manihot esculenta || 2005 || comoros:mayotte:yt10a46:2005
JF909234.1,GenBank,set:eb11d588df8ea1e39a5dafe2652afba72de1735e,,,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Begomovirus,Geminiviridae,,Comoros:Mayotte:YT11A51:2005,DNA-B,"East African cassava mosaic Kenya virus isolate Comoros:Mayotte:YT11A51:2005 segment DNA-B, complete sequence",2768,complete,Mayotte,Mayotte,,Manihot esculenta,,"De Bruyn,A., Villemot,J., Lefeuvre,P., Villar,E., Hoareau,M., Harimalala,M., Abdoul-Karime,A.L., Abdou-Chakour,C., Reynaud,B., Harkins,G.W., Varsani,A., Martin,D.P., Lett,J.M., Lett,J.-M.","CIRAD, UMR PVBMT",France,1,2005,2012-06-20,ssDNA(+/-),B,comoros:mayotte:yt11a51:2005,comoros:mayotte:yt11a51:2005, || east african cassava mosaic kenya virus || begomovirus manihotiskenyaense || complete || mayotte || mayotte || manihot esculenta || 2005 || comoros:mayotte:yt11a51:2005
JF909235.1,GenBank,set:c81c6cef595367c9eccb6fc2bdf21f89a9875c32,,,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Begomovirus,Geminiviridae,,Comoros:Mayotte:YT12A56:2005,DNA-B,"East African cassava mosaic Kenya virus isolate Comoros:Mayotte:YT12A56:2005 segment DNA-B, complete sequence",2761,complete,Mayotte,Mayotte,,Manihot esculenta,,"De Bruyn,A., Villemot,J., Lefeuvre,P., Villar,E., Hoareau,M., Harimalala,M., Abdoul-Karime,A.L., Abdou-Chakour,C., Reynaud,B., Harkins,G.W., Varsani,A., Martin,D.P., Lett,J.M., Lett,J.-M.","CIRAD, UMR PVBMT",France,1,2005,2012-06-20,ssDNA(+/-),B,comoros:mayotte:yt12a56:2005,comoros:mayotte:yt12a56:2005, || east african cassava mosaic kenya virus || begomovirus manihotiskenyaense || complete || mayotte || mayotte || manihot esculenta || 2005 || comoros:mayotte:yt12a56:2005
JF909236.1,GenBank,set:597bcfc910b657b20f66a0868d850c8d62ff0eef,,,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Begomovirus,Geminiviridae,,Comoros:Mayotte:YT23A02:2003,DNA-B,"East African cassava mosaic Kenya virus isolate Comoros:Mayotte:YT23A02:2003 segment DNA-B, complete sequence",2764,complete,Mayotte,Mayotte,,Manihot esculenta,,"De Bruyn,A., Villemot,J., Lefeuvre,P., Villar,E., Hoareau,M., Harimalala,M., Abdoul-Karime,A.L., Abdou-Chakour,C., Reynaud,B., Harkins,G.W., Varsani,A., Martin,D.P., Lett,J.M., Lett,J.-M.","CIRAD, UMR PVBMT",France,1,2003,2012-06-20,ssDNA(+/-),B,comoros:mayotte:yt23a02:2003,comoros:mayotte:yt23a02:2003, || east african cassava mosaic kenya virus || begomovirus manihotiskenyaense || complete || mayotte || mayotte || manihot esculenta || 2003 || comoros:mayotte:yt23a02:2003
JF909237.1,GenBank,set:1b40b88158e862c94dd204711def844267e1a337,,,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Begomovirus,Geminiviridae,,Comoros:Mayotte:YT25A13:2003,DNA-B,"East African cassava mosaic Kenya virus isolate Comoros:Mayotte:YT25A13:2003 segment DNA-B, complete sequence",2762,complete,Mayotte,Mayotte,,Manihot esculenta,,"De Bruyn,A., Villemot,J., Lefeuvre,P., Villar,E., Hoareau,M., Harimalala,M., Abdoul-Karime,A.L., Abdou-Chakour,C., Reynaud,B., Harkins,G.W., Varsani,A., Martin,D.P., Lett,J.M., Lett,J.-M.","CIRAD, UMR PVBMT",France,1,2003,2012-06-20,ssDNA(+/-),B,comoros:mayotte:yt25a13:2003,comoros:mayotte:yt25a13:2003, || east african cassava mosaic kenya virus || begomovirus manihotiskenyaense || complete || mayotte || mayotte || manihot esculenta || 2003 || comoros:mayotte:yt25a13:2003
JF909238.1,GenBank,set:bb4eee9b19dff2d30abcaec6d6604129f5fd5c62,,,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Begomovirus,Geminiviridae,,Comoros:Mayotte:YT33A26:2003,DNA-B,"East African cassava mosaic Kenya virus isolate Comoros:Mayotte:YT33A26:2003 segment DNA-B, complete sequence",2761,complete,Mayotte,Mayotte,,Manihot esculenta,,"De Bruyn,A., Villemot,J., Lefeuvre,P., Villar,E., Hoareau,M., Harimalala,M., Abdoul-Karime,A.L., Abdou-Chakour,C., Reynaud,B., Harkins,G.W., Varsani,A., Martin,D.P., Lett,J.M., Lett,J.-M.","CIRAD, UMR PVBMT",France,1,2003,2012-06-20,ssDNA(+/-),B,comoros:mayotte:yt33a26:2003,comoros:mayotte:yt33a26:2003, || east african cassava mosaic kenya virus || begomovirus manihotiskenyaense || complete || mayotte || mayotte || manihot esculenta || 2003 || comoros:mayotte:yt33a26:2003
JF909239.1,GenBank,set:a1e88869a605ec9c50b5f5592a48dde19ef6e693,,,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Begomovirus,Geminiviridae,,Comoros:Mayotte:YT36A77:2004,DNA-B,"East African cassava mosaic Kenya virus isolate Comoros:Mayotte:YT36A77:2004 segment DNA-B, complete sequence",2684,complete,Mayotte,Mayotte,,Manihot esculenta,,"De Bruyn,A., Villemot,J., Lefeuvre,P., Villar,E., Hoareau,M., Harimalala,M., Abdoul-Karime,A.L., Abdou-Chakour,C., Reynaud,B., Harkins,G.W., Varsani,A., Martin,D.P., Lett,J.M., Lett,J.-M.","CIRAD, UMR PVBMT",France,1,2004,2012-06-20,ssDNA(+/-),B,comoros:mayotte:yt36a77:2004,comoros:mayotte:yt36a77:2004, || east african cassava mosaic kenya virus || begomovirus manihotiskenyaense || complete || mayotte || mayotte || manihot esculenta || 2004 || comoros:mayotte:yt36a77:2004
JF909240.1,GenBank,set:fc89cbf37f065758bf0957d5b6a09312069e7983,,,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Begomovirus,Geminiviridae,,Comoros:Mayotte:YT39A37:2004,DNA-B,"East African cassava mosaic Kenya virus isolate Comoros:Mayotte:YT39A37:2004 segment DNA-B, complete sequence",2762,complete,Mayotte,Mayotte,,Manihot esculenta,,"De Bruyn,A., Villemot,J., Lefeuvre,P., Villar,E., Hoareau,M., Harimalala,M., Abdoul-Karime,A.L., Abdou-Chakour,C., Reynaud,B., Harkins,G.W., Varsani,A., Martin,D.P., Lett,J.M., Lett,J.-M.","CIRAD, UMR PVBMT",France,1,2004,2012-06-20,ssDNA(+/-),B,comoros:mayotte:yt39a37:2004,comoros:mayotte:yt39a37:2004, || east african cassava mosaic kenya virus || begomovirus manihotiskenyaense || complete || mayotte || mayotte || manihot esculenta || 2004 || comoros:mayotte:yt39a37:2004
JF909241.1,GenBank,set:9a10a554a67d09f7d559695f2ecfbb78b63cb682,,,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Begomovirus,Geminiviridae,,Comoros:Mayotte:YT42A41:2008,DNA-B,"East African cassava mosaic Kenya virus isolate Comoros:Mayotte:YT42A41:2008 segment DNA-B, complete sequence",2761,complete,Mayotte,Mayotte,,Manihot esculenta,,"De Bruyn,A., Villemot,J., Lefeuvre,P., Villar,E., Hoareau,M., Harimalala,M., Abdoul-Karime,A.L., Abdou-Chakour,C., Reynaud,B., Harkins,G.W., Varsani,A., Martin,D.P., Lett,J.M., Lett,J.-M.","CIRAD, UMR PVBMT",France,1,2008,2012-06-20,ssDNA(+/-),B,comoros:mayotte:yt42a41:2008,comoros:mayotte:yt42a41:2008, || east african cassava mosaic kenya virus || begomovirus manihotiskenyaense || complete || mayotte || mayotte || manihot esculenta || 2008 || comoros:mayotte:yt42a41:2008
JF909242.1,GenBank,set:53fb0c9d1023b252217334f877a89b0e4bc8ed26,,,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Begomovirus,Geminiviridae,,Comoros:Mayotte:YT42B03:2008,DNA-B,"East African cassava mosaic Kenya virus isolate Comoros:Mayotte:YT42B03:2008 segment DNA-B, complete sequence",2762,complete,Mayotte,Mayotte,,Manihot esculenta,,"De Bruyn,A., Villemot,J., Lefeuvre,P., Villar,E., Hoareau,M., Harimalala,M., Abdoul-Karime,A.L., Abdou-Chakour,C., Reynaud,B., Harkins,G.W., Varsani,A., Martin,D.P., Lett,J.M., Lett,J.-M.","CIRAD, UMR PVBMT",France,1,2008,2012-06-20,ssDNA(+/-),B,comoros:mayotte:yt42b03:2008,comoros:mayotte:yt42b03:2008, || east african cassava mosaic kenya virus || begomovirus manihotiskenyaense || complete || mayotte || mayotte || manihot esculenta || 2008 || comoros:mayotte:yt42b03:2008
